NZ_AAQW01000001.1		GCF_000168335.1	2986084	3025075	38991	PAGI1
NZ_AFXI01000001.1		GCF_000223925.1	2512038	2573795	61757	PAGI1
NZ_AFXJ01000001.1		GCF_000223945.1	2444080	2509380	65300	PAGI1
NZ_AFXK01000001.1		GCF_000223965.1	2481322	2536209	54887	PAGI1
NC_017549.1		GCF_000284555.1	3402831	3445426	42595	PAGI1
NC_017549.1		GCF_000284555.1	2124889	2184628	59739	PAGI1
NC_017549.1		GCF_000284555.1	1938857	1999728	60871	PAGI1
NZ_CAQZ01000119.1		GCF_000341565.1	46082	85239	39157	PAGI1
NC_021577.1		GCF_000414035.1	2453958	2493116	39158	PAGI1
NZ_KE503214.1		GCF_000439855.1	1561239	1600310	39071	PAGI1
NZ_KE503214.1		GCF_000439855.1	292827	351467	58640	PAGI1
NZ_KE503224.1		GCF_000439875.1	1611922	1653317	41395	PAGI1
NZ_KI518677.1		GCF_000480395.1	1493686	1553444	59758	PAGI1
NZ_KI518703.1		GCF_000480435.1	1015411	1077400	61989	PAGI1
NZ_KI518712.1		GCF_000480475.1	506167	574261	68094	PAGI1
NZ_KI518722.1		GCF_000480535.1	10647	50726	40079	PAGI1
NZ_KI518732.1		GCF_000480555.1	1708216	1747208	38992	PAGI1
NZ_KI518741.1		GCF_000480595.1	213543	275533	61990	PAGI1
NZ_KI518748.1		GCF_000480615.1	516541	576442	59901	PAGI1
NZ_KI518757.1		GCF_000480665.1	1738519	1780998	42479	PAGI1
NZ_KI518757.1		GCF_000480665.1	1507235	1564880	57645	PAGI1
NZ_KI518793.1		GCF_000480725.1	3403226	3441845	38619	PAGI1
NZ_KI518793.1		GCF_000480725.1	4686022	4745627	59605	PAGI1
NZ_KI518793.1		GCF_000480725.1	2510648	2575856	65208	PAGI1
NZ_KI518822.1		GCF_000480805.1	4867191	4927450	60259	PAGI1
NZ_KI518822.1		GCF_000480805.1	4621679	4682056	60377	PAGI1
NZ_KI518844.1		GCF_000480865.1	3804181	3864552	60371	PAGI1
NZ_KI518844.1		GCF_000480865.1	3989592	4050920	61328	PAGI1
NZ_KI518844.1		GCF_000480865.1	2527516	2594084	66568	PAGI1
NZ_KI518853.1		GCF_000480885.1	1667872	1711385	43513	PAGI1
NZ_KI518928.1		GCF_000481045.1	514659	574528	59869	PAGI1
NZ_KI518992.1		GCF_000481205.1	1743994	1783144	39150	PAGI1
NZ_KI518992.1		GCF_000481205.1	3554916	3614568	59652	PAGI1
NZ_KI519017.1		GCF_000481265.1	2505035	2543000	37965	PAGI1
NZ_KI519017.1		GCF_000481265.1	1799073	1839097	40024	PAGI1
NZ_KI519063.1		GCF_000481365.1	1798756	1841235	42479	PAGI1
NZ_KI519063.1		GCF_000481365.1	1566357	1624002	57645	PAGI1
NZ_KI519068.1		GCF_000481385.1	1682217	1725128	42911	PAGI1
NZ_KI519071.1		GCF_000481405.1	349972	389379	39407	PAGI1
NZ_KI519076.1		GCF_000481425.1	1688047	1729432	41385	PAGI1
NZ_KI519145.1		GCF_000481585.1	3329568	3368231	38663	PAGI1
NZ_KI519145.1		GCF_000481585.1	4593259	4653630	60371	PAGI1
NZ_KI519157.1		GCF_000481625.1	1095692	1164633	68941	PAGI1
NZ_KI519165.1		GCF_000481645.1	1699797	1742276	42479	PAGI1
NZ_KI519165.1		GCF_000481645.1	1468509	1526154	57645	PAGI1
NZ_KI519207.1		GCF_000481725.1	3466561	3505820	39259	PAGI1
NZ_KI519207.1		GCF_000481725.1	1907693	1950069	42376	PAGI1
NZ_KI519207.1		GCF_000481725.1	2233596	2293131	59535	PAGI1
NZ_KI519216.1		GCF_000481745.1	2483344	2523616	40272	PAGI1
NZ_KI519216.1		GCF_000481745.1	3781143	3841514	60371	PAGI1
NZ_KI519216.1		GCF_000481745.1	3966554	4031725	65171	PAGI1
NZ_KI519249.1		GCF_000481785.1	76421	117879	41458	PAGI1
NZ_KI519252.1		GCF_000481805.1	1838777	1899036	60259	PAGI1
NZ_KI519252.1		GCF_000481805.1	1592166	1652537	60371	PAGI1
NZ_KI519256.1		GCF_000481825.1	1304338	1350092	45754	PAGI1
NZ_KI519256.1		GCF_000481825.1	973070	1032542	59472	PAGI1
NZ_KI519256.1		GCF_000481825.1	2324631	2384236	59605	PAGI1
NZ_KI519264.1		GCF_000481845.1	1712698	1751856	39158	PAGI1
NZ_KI519264.1		GCF_000481845.1	3545220	3604880	59660	PAGI1
NZ_KI519277.1		GCF_000481905.1	1614050	1656345	42295	PAGI1
NZ_KI519315.1		GCF_000482025.1	1803511	1857178	53667	PAGI1
NC_022808.2		GCF_000496605.2	4334178	4390524	56346	PAGI1
NC_022806.1		GCF_000496645.1	5252743	5308866	56123	PAGI1
NC_023149.1		GCF_000510305.1	6187554	6226011	38457	PAGI1
NZ_KI914540.1		GCF_000520435.1	4370464	4410759	40295	PAGI1
NZ_CP007147.1		GCF_000524595.1	3872656	3909911	37255	PAGI1
NZ_CP007147.1		GCF_000524595.1	4103658	4144695	41037	PAGI1
NZ_JALF01000001.1		GCF_000568215.1	2025490	2064467	38977	PAGI1
