NC_008463.1		GCF_000014625.1	5251490	5359388	107898	PAPI1
NZ_AEVV03000006.1		GCF_000215775.4	296203	377574	81371	PAPI1
NZ_AEVW03000003.1		GCF_000215795.4	294901	390647	95746	PAPI1
NZ_AFXI01000001.1		GCF_000223925.1	5499164	5605382	106218	PAPI1
NZ_AFXJ01000001.1		GCF_000223945.1	5440453	5546672	106219	PAPI1
NZ_AFXK01000001.1		GCF_000223965.1	5417299	5523342	106043	PAPI1
NC_018080.1		GCF_000271365.1	5097797	5188329	90532	PAPI1
NZ_DF126593.1		GCF_000291745.1	901939	997934	95995	PAPI1
NZ_DF126593.1		GCF_000291745.1	1332708	1475988	143280	PAPI1
NZ_AOIH01000001.1		GCF_000342145.1	205333	308438	103105	PAPI1
NC_020912.1		GCF_000359505.1	5129502	5233987	104485	PAPI1
NZ_KE136335.1		GCF_000404265.1	189515	300841	111326	PAPI1
NZ_KE138673.1		GCF_000407905.1	1911876	2019787	107911	PAPI1
NZ_ASQT01000042.1		GCF_000412295.1	1	123245	123244	PAPI1
NZ_ASRD01000064.1		GCF_000412555.1	49683	176101	126418	PAPI1
NC_021577.1		GCF_000414035.1	1023500	1126250	102750	PAPI1
NZ_ATAQ01000332.1		GCF_000455705.1	2947	85938	82991	PAPI1
NZ_KI517348.1		GCF_000478465.2	4523654	4610458	86804	PAPI1
NZ_KI518657.1		GCF_000480355.1	2146429	2242731	96302	PAPI1
NZ_KI518677.1		GCF_000480395.1	2393109	2482234	89125	PAPI1
NZ_KI518700.1		GCF_000480415.1	1739	87780	86041	PAPI1
NZ_KI518705.1		GCF_000480435.1	363328	467322	103994	PAPI1
NZ_KI518709.1		GCF_000480455.1	156442	245388	88946	PAPI1
NZ_KI518709.1		GCF_000480455.1	3173002	3311924	138922	PAPI1
NZ_KI518717.1		GCF_000480495.1	293166	396607	103441	PAPI1
NZ_KI518719.1		GCF_000480515.1	2812416	2898928	86512	PAPI1
NZ_KI518719.1		GCF_000480515.1	5622606	5725629	103023	PAPI1
NZ_KI518719.1		GCF_000480515.1	2444691	2553107	108416	PAPI1
NZ_KI518753.1		GCF_000480645.1	308683	447040	138357	PAPI1
NZ_KI518757.1		GCF_000480665.1	1460481	1568596	108115	PAPI1
NZ_KI518788.1		GCF_000480705.1	298452	439299	140847	PAPI1
NZ_KI518793.1		GCF_000480725.1	4871416	4990208	118792	PAPI1
NZ_KI518830.1		GCF_000480825.1	298946	396682	97736	PAPI1
NZ_KI518867.1		GCF_000480905.1	292744	431451	138707	PAPI1
NZ_KI518876.1		GCF_000480925.1	1217	100392	99175	PAPI1
NZ_KI518876.1		GCF_000480925.1	768290	869226	100936	PAPI1
NZ_KI518884.1		GCF_000480945.1	1402408	1514985	112577	PAPI1
NZ_KI518891.1		GCF_000480965.1	485497	633454	147957	PAPI1
NZ_KI518943.1		GCF_000481085.1	296906	385168	88262	PAPI1
NZ_KI518974.1		GCF_000481165.1	352297	462554	110257	PAPI1
NZ_KI518984.1		GCF_000481185.1	299647	408514	108867	PAPI1
NZ_KI518996.1		GCF_000481225.1	2077380	2185796	108416	PAPI1
NZ_KI518996.1		GCF_000481225.1	196623	325093	128470	PAPI1
NZ_KI519010.1		GCF_000481245.1	293299	396322	103023	PAPI1
NZ_KI519017.1		GCF_000481265.1	266038	364473	98435	PAPI1
NZ_KI519017.1		GCF_000481265.1	2628484	2767575	139091	PAPI1
NZ_KI519023.1		GCF_000481285.1	3741578	3845146	103568	PAPI1
NZ_KI519054.1		GCF_000481345.1	2628422	2729339	100917	PAPI1
NZ_KI519063.1		GCF_000481365.1	1519603	1628834	109231	PAPI1
NZ_KI519072.1		GCF_000481405.1	1021777	1121465	99688	PAPI1
NZ_KI519079.1		GCF_000481445.1	300609	405856	105247	PAPI1
NZ_KI519081.1		GCF_000481465.1	1009791	1112814	103023	PAPI1
NZ_KI519095.1		GCF_000481505.1	984433	1075345	90912	PAPI1
NZ_KI519134.1		GCF_000481545.1	1639747	1732659	92912	PAPI1
NZ_KI519155.1		GCF_000481605.1	293440	406905	113465	PAPI1
NZ_KI519165.1		GCF_000481645.1	1421731	1529870	108139	PAPI1
NZ_KI519176.1		GCF_000481665.1	1069876	1158278	88402	PAPI1
NZ_KI519185.1		GCF_000481685.1	1667565	1771724	104159	PAPI1
NZ_KI519199.1		GCF_000481705.1	1067873	1186095	118222	PAPI1
